Store,Dept,Total_Actual_Sales,Historical_Mean_WMAE,Naive_WMAE,Seasonal_Naive_WMAE,Best_Model
2,1,343778.54,5502.396326335876,4953.2112499999985,2594.3150000000005,Seasonal Naive
2,2,788964.0599999998,2185.395849236645,3986.4824999999996,3754.536875000001,Historical Mean
2,3,325734.55,13531.437294847328,18999.555625,6879.144374999999,Seasonal Naive
2,4,544095.43,1510.2689265267181,3113.3618750000023,2274.043749999999,Historical Mean
2,5,309578.52,6964.293101145038,5838.595000000002,3167.1893750000017,Seasonal Naive
2,6,59009.670000000006,2261.113773854962,718.3643749999999,899.3181250000002,Naive Forecast
2,7,391890.06,10059.659188931295,4674.361249999999,6313.893749999999,Naive Forecast
2,8,715380.88,1996.192127862596,3224.186249999997,6299.725,Historical Mean
2,9,444351.51999999996,5364.432604961835,9250.43,3640.868124999999,Seasonal Naive
2,10,440267.48,2011.5625381679365,6944.9475,2596.7387499999977,Historical Mean
2,11,234178.85000000003,3514.7690696564896,13794.581874999994,2705.256249999999,Seasonal Naive
2,12,93973.97,333.1096421755725,404.0056249999999,849.8318749999999,Historical Mean
2,13,555567.47,958.837867366411,1814.3593750000027,1964.1781249999995,Historical Mean
2,14,213782.95999999996,3389.031603053434,2323.78,1324.2462500000006,Seasonal Naive
2,16,170611.28,12104.97288167939,14685.152500000004,2417.221875,Seasonal Naive
2,17,159330.93,612.4770562977096,751.2481249999996,758.025,Historical Mean
2,18,99674.41999999998,9190.60295792079,6495.75375,3070.7748019801975,Seasonal Naive
2,19,44471.56,619.057423664122,365.2125,264.02875000000006,Seasonal Naive
2,20,58357.49000000001,986.242008587786,1944.4493750000001,679.8518750000002,Seasonal Naive
2,21,100880.17,1403.5639551526717,787.7193749999999,840.8837499999995,Naive Forecast
2,22,150103.92,1177.6462213740456,1101.97,2088.495625,Naive Forecast
2,23,306448.9,6213.366020992366,6021.452499999999,2828.211875,Seasonal Naive
2,24,117801.55999999998,3591.0578053435115,4109.121249999999,2601.78375,Seasonal Naive
2,25,163475.28999999998,2592.4613120229,1519.9456249999998,1808.606875,Naive Forecast
2,26,101068.21,2006.564508587786,1710.8581250000004,1402.7081250000003,Seasonal Naive
2,27,21055.699999999997,395.0045419847328,484.04375000000005,266.205,Seasonal Naive
2,28,6760.360000000001,326.20276717557243,152.05375000000004,62.503125,Seasonal Naive
2,29,72158.19,1256.1884303435113,1009.5756249999997,741.199375,Seasonal Naive
2,30,50318.619999999995,867.9608683206105,706.50625,442.41937499999995,Seasonal Naive
2,31,56617.770000000004,1776.456579198473,2547.9381249999997,1097.245625,Seasonal Naive
2,32,105136.65,3143.036493320609,1001.6318749999998,1755.199375,Naive Forecast
2,33,88692.36,2910.570734732824,3841.72125,1809.1225,Seasonal Naive
2,34,190184.57,2484.852313931296,2340.3893749999993,2439.5737499999996,Naive Forecast
2,35,31216.41,1591.0105200381681,514.541875,1189.74125,Naive Forecast
2,36,12425.279999999999,1795.3424809160304,1108.3649999999998,431.22062500000004,Seasonal Naive
2,37,53192.280000000006,349.3497137404578,384.7812500000001,440.7975,Historical Mean
2,38,824797.9400000001,16970.1808110687,3424.317500000004,9407.979999999998,Naive Forecast
2,40,942214.84,2290.107767175573,2140.8475000000026,6788.863749999999,Naive Forecast
2,41,32867.729999999996,505.84942270992366,1138.625625,1214.0281249999998,Historical Mean
2,42,104009.21999999997,480.5527003816785,1061.5949999999993,856.1437500000002,Historical Mean
2,44,106461.48000000001,1476.6311259541985,2109.2350000000006,876.19875,Seasonal Naive
2,45,53.82,21.83255737704918,3.8940000000000006,21.83255737704918,Naive Forecast
2,46,326747.75,2840.4053769083985,4459.708125000001,1762.8343750000001,Seasonal Naive
2,48,26553.0,1152.2871062992124,1463.6875,1217.125,Historical Mean
2,49,190944.55000000002,2102.197208969466,2723.020625000001,2519.7699999999995,Historical Mean
2,52,45093.030000000006,330.0307872137405,1054.7643749999997,784.7349999999999,Historical Mean
2,54,261.12,81.66328083989502,10.822222222222223,26.511111111111106,Naive Forecast
2,55,104917.73,5102.81401240458,1251.9143750000003,1230.3162499999994,Seasonal Naive
2,56,21501.510000000002,4142.146903625954,957.0406250000001,531.6993749999999,Seasonal Naive
2,58,276075.0,4208.892471374045,4343.4375,5888.814375,Historical Mean
2,59,4289.4,1085.3570801526716,113.24125,98.17875000000002,Seasonal Naive
2,60,3744.0,86.41818181818185,83.25,79.69999999999999,Seasonal Naive
2,67,115827.22999999998,2947.9393272900775,662.8406249999999,481.00624999999997,Seasonal Naive
2,71,54806.50000000001,623.8258110687024,617.3225,811.5700000000002,Naive Forecast
2,72,791010.9299999999,9256.095510496183,5770.680625000001,16038.828749999999,Naive Forecast
2,74,190861.3,1502.8971374045782,4008.0762499999983,747.2000000000002,Seasonal Naive
2,79,376123.06,5000.390238549618,6542.702499999999,4400.284375000001,Seasonal Naive
2,80,308680.71,839.3418750000003,1241.3981249999986,929.3056250000009,Historical Mean
2,81,364743.93,1114.8131250000001,1118.995625,2074.9125000000004,Historical Mean
2,82,299447.25,1000.7534494274817,2547.989375000001,4713.56875,Historical Mean
2,83,67851.85999999999,536.0760305343513,601.3500000000001,647.68875,Historical Mean
2,85,33354.880000000005,864.6332251908397,325.2287499999999,566.49875,Naive Forecast
2,87,301975.39999999997,3472.9140362595426,5670.612499999998,4607.786875000001,Historical Mean
2,90,1210307.61,4957.224327290078,3230.4606250000015,4621.2762500000035,Naive Forecast
2,91,977674.31,3453.858296755723,3339.8756250000024,2409.574999999998,Seasonal Naive
