Store,Dept,Error_Mean,Error_SD,Error_MAE,N,Shrunk_Error_SD,Safety_Stock_95
2.0,20.0,-313.45203733509516,1058.4680869339786,848.5748939609366,4,2072.481394218962,3408.9285380705037
2.0,21.0,191.956317410235,562.3798698641634,484.88425441483014,4,1973.1034800205364,3245.466415462351
2.0,22.0,437.7123606286423,1376.4928091328743,1025.0122488206298,4,2163.878002719236,3559.262581053243
2.0,23.0,-250.3627493180611,2703.3406613860575,1967.4277121944433,4,2718.276503523241,4471.166965877169
2.0,24.0,963.0603892637173,5162.55009247374,4305.11304690778,4,4130.4919213702915,6794.0546179596795
2.0,25.0,-89.14258900605819,1702.8401943360059,1232.3595199835363,4,2277.023088942683,3745.369686499617
2.0,26.0,-554.7206780298625,776.9338863828781,772.4499037885889,4,2009.1826486807854,3304.8113668905553
2.0,27.0,157.18334820237203,438.59885188657097,269.95499005627687,4,1957.3416309609938,3219.5404808693006
2.0,28.0,15.774980572604505,69.90815358983316,56.32904944865922,4,1933.2473610027519,3179.9089335397384
2.0,29.0,209.55151022536825,179.21080736708,216.3418420559458,4,1936.7653550684747,3185.6955188383363
2.0,30.0,187.24970887504128,202.85061795385164,244.72556666598325,4,1937.9308476973745,3187.6125836161673
2.0,31.0,803.5068529756496,3009.8650740959993,2316.8205004340957,4,2874.829675995848,4728.674019429496
2.0,32.0,285.4122161560326,1065.7858434250068,835.0048190609423,4,2074.355686924861,3412.01147522577
2.0,33.0,-528.331450654252,3554.3511540203126,2990.9439650407658,4,3170.442847126833,5214.914416138923
2.0,34.0,-100.23219935087718,605.3719822592942,459.41752919860255,4,1979.4543193282354,3255.9126165318057
2.0,35.0,-797.486131618317,391.5861609873767,797.486131618317,4,1952.350287369905,3211.330451260137
2.0,36.0,-93.34085299100161,187.7158776427275,143.478085274855,4,1937.1681416992496,3186.3580438888544
2.0,37.0,-115.7603223059308,254.39583074969437,231.48099203078016,4,1940.968934116759,3192.6097910820845
2.0,38.0,1204.0671810566473,3640.3730778621507,3057.676309497054,4,3218.875557841078,5294.57913602034
2.0,40.0,-595.9543951571977,3051.7021949032655,2407.091662853236,4,2896.799082960991,4764.810478158085
2.0,41.0,532.0893548106069,275.9247490656659,532.0893548106069,4,1942.4389353151903,3195.0277278849467
