Service_Level,Z_Score,Fill_Rate,Cycle_Service_Level,Average_Inventory,Lost_Sales,Holding_Cost,Stockout_Cost,Total_Cost
0.9,1.2815515655446004,0.5880043630374584,0.34236030178494753,599.3837873423169,208871706.3120131,19543507.770083584,1044358531.5600655,1063902039.3301489
0.95,1.6448536269514722,0.6015606530198018,0.36444212721584984,687.7016811158817,201998999.0164988,22423201.014464438,1009994995.082494,1032418196.0969584
0.975,1.959963984540054,0.6133174904693431,0.38161688032877383,766.2038582914795,196038570.12209782,24982843.00345198,980192850.6104891,1005175693.6139411
0.99,2.3263478740408408,0.6269588320542248,0.4021039072563332,860.4040716331415,189122743.74532896,28054335.15967021,945613718.7266448,973668053.886315
